Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
30,99,503,62,35,0.357577101,1,0
50,80,460,18,8,0.870839536,4,0
57,79,389,47,16,0.367391182,3,0
38,57,413,39,3,0.039261921,4,0
69,130,322,27,11,0.214718728,3,0
59,129,563,13,25,0.579729387,4,0
36,85,686,17,19,0.600713644,3,0
24,53,433,11,40,0.671450819,3,0
35,197,735,70,17,0.235494396,0,1
36,103,519,24,4,0.758687555,2,0
69,21,368,61,28,0.815839171,4,0
30,147,607,21,17,0.878619056,5,0
41,181,718,71,16,0.089286252,0,1
27,68,502,65,39,0.271884245,5,0
40,103,371,28,14,0.298628437,2,0
62,120,548,8,35,0.901203575,1,0
66,199,680,90,18,0.660424428,2,0
51,23,712,94,15,0.31227242,5,0
33,115,824,88,9,0.008679158,0,1
63,128,449,88,33,0.88318349,1,0
64,35,602,100,28,0.688992568,2,0
28,152,734,95,30,0.503302604,3,0
37,132,694,15,6,0.071224029,1,1
28,77,574,48,0,0.762943334,5,0
49,38,644,21,19,0.338597354,4,0
18,186,508,76,13,0.071451087,1,0
70,74,621,73,10,0.936825473,4,0
35,96,552,88,33,0.091631752,5,0
66,150,462,73,5,0.032935298,3,0
39,123,802,22,37,0.356994527,5,0
63,101,659,92,17,0.786443404,4,0
29,156,403,13,6,0.707051727,5,0
65,148,370,63,19,0.135737531,4,0
61,37,440,12,15,0.769242379,0,0
34,61,609,34,9,0.468196045,3,1
67,166,419,30,20,0.588551815,2,0
24,42,424,46,36,0.901650177,2,1
21,167,846,21,6,0.228432983,2,1
19,127,541,48,1,0.934587281,5,0
53,118,637,33,6,0.132688612,3,1
68,41,839,34,29,0.480368107,3,0
65,76,686,83,22,0.57831043,1,0
26,84,426,18,14,0.59784221,3,0
40,120,318,71,20,0.349911708,5,0
22,113,666,77,21,0.361105479,0,0
63,190,816,65,14,0.424220922,2,1
37,195,770,13,32,0.982239756,4,0
37,147,461,61,1,0.815354134,2,0
29,44,544,57,27,0.597643347,3,0
65,54,427,80,4,0.204739816,4,0
18,180,605,46,22,0.406740554,0,1
62,164,309,56,12,0.928449837,3,0
43,124,446,36,21,0.607086781,1,0
45,169,573,66,2,0.410113883,1,0
43,175,827,75,23,0.954475133,0,0
66,80,741,68,38,0.840571552,3,0
68,138,513,98,6,0.165571126,1,0
30,39,329,41,6,0.766523777,2,0
67,80,403,36,0,0.646070259,0,1
40,156,340,92,10,0.706076316,3,0
22,83,840,64,6,0.422325324,1,1
28,196,755,64,32,0.0288484,3,1
21,169,733,21,38,0.870902372,2,0
30,149,691,12,14,0.304611815,3,1
28,28,559,93,21,0.118837389,0,0
32,74,842,55,10,0.039218501,3,1
49,25,756,72,16,0.05613698,5,0
24,158,556,55,2,0.835536961,0,0
39,39,532,17,7,0.792352063,3,0
54,140,358,15,15,0.180193387,2,0
65,94,639,18,26,0.654179359,4,1
18,88,805,96,39,0.061242107,5,1
20,120,486,19,33,0.373769255,5,0
66,75,576,66,38,0.767203384,4,0
27,157,409,20,35,0.47235862,0,0
70,97,443,98,2,0.313280729,5,0
20,110,595,66,28,0.097746483,2,0
57,189,593,29,23,0.156013816,2,0
34,59,370,78,15,0.136230388,5,0
22,103,432,33,14,0.475343474,5,0
68,160,451,5,2,0.179041238,2,0
30,50,571,67,5,0.475218342,0,0
49,33,408,54,35,0.064852985,4,0
59,88,648,88,11,0.777658105,4,0
70,49,719,27,25,0.292226855,4,0
61,163,525,8,37,0.073930391,3,0
19,21,492,93,12,0.847937758,3,0
69,111,501,94,26,0.840304042,0,0
39,81,408,38,35,0.548357424,1,0
18,39,357,93,34,0.256216932,2,0
28,48,815,69,32,0.471429849,2,0
44,134,766,27,9,0.511355642,3,0
70,181,616,62,33,0.42308737,3,1
49,168,695,70,27,0.050924108,5,1
35,159,378,78,5,0.795747208,0,0
35,32,504,65,17,0.463932454,1,0
64,188,369,86,14,0.329187807,4,0
24,55,648,35,34,0.909750719,1,0
37,23,698,19,14,0.908818263,0,0
33,137,701,81,27,0.701953777,2,0
33,187,757,38,4,0.316695415,0,1
56,42,839,17,1,0.252896273,2,0
61,66,507,41,36,0.762764811,0,0
60,171,302,39,1,0.807977849,4,0
30,157,312,40,19,0.869445689,2,0
25,93,725,95,15,0.850150498,1,0
54,175,338,87,32,0.67825006,3,0
61,156,596,100,4,0.403009,4,0
62,119,836,55,39,0.325276209,0,1
38,83,451,14,39,0.966311858,2,0
41,183,630,54,35,0.00476613,2,1
20,145,655,73,22,0.387185713,4,1
35,195,338,47,23,0.624963517,0,0
28,187,610,31,40,0.295508855,1,1
18,103,800,55,12,0.594719496,2,0
25,37,652,67,24,0.283565483,3,0
49,163,539,98,32,0.085978397,3,0
29,195,755,27,29,0.352644922,3,0
63,41,460,81,24,0.706123948,1,0
29,150,392,13,14,0.332471227,1,0
62,175,716,78,21,0.989541757,5,0
39,24,673,27,37,0.786176105,1,0
42,109,429,21,22,0.001365926,4,0
68,166,343,88,40,0.17766823,5,0
68,166,837,88,23,0.716222825,5,0
58,94,521,30,6,0.272724237,5,0
34,135,570,44,6,0.146598414,4,0
26,130,763,9,26,0.338754112,2,1
23,91,834,91,3,0.582095932,0,0
35,180,427,51,21,0.846799601,0,0
42,48,393,70,8,0.687542261,0,0
61,32,377,63,30,0.393693953,5,0
53,187,771,35,4,0.313902553,2,1
42,142,617,53,1,0.328344345,4,1
47,177,351,28,24,0.765879458,3,0
69,67,781,83,33,0.33384163,4,1
37,21,355,10,39,0.715295662,1,0
51,49,810,91,17,0.997376353,2,0
22,77,377,75,20,0.279207539,4,0
23,117,552,56,15,0.818267568,0,0
56,36,352,25,37,0.469672853,3,0
62,142,577,89,12,0.772631389,4,0
30,135,731,22,10,0.715825319,5,0
39,198,693,95,34,0.04039968,5,1
19,118,327,66,28,0.015022674,3,0
20,157,655,7,19,0.749767558,2,0
48,127,334,76,16,0.337187695,0,0
49,38,479,61,18,0.948708716,4,0
62,62,424,35,13,0.772021013,1,0
63,194,358,38,13,0.453231801,4,0
35,83,716,39,30,0.095109374,1,0
23,163,473,64,3,0.152635791,0,0
37,104,826,92,21,0.640948191,4,0
50,189,498,49,31,0.178128508,5,0
57,107,484,93,18,0.246491954,5,0
21,156,750,67,4,0.901862178,0,0
30,133,468,47,11,0.4275609,5,0
58,48,620,17,1,0.130861066,0,1
64,168,767,36,9,0.782682761,5,0
37,122,794,81,1,0.38694585,2,1
43,186,396,63,9,0.518354791,5,0
43,192,602,100,4,0.236685026,3,1
39,84,809,42,32,0.082362132,4,1
62,74,791,57,12,0.159708762,2,1
34,86,411,60,31,0.76574676,2,0
63,127,642,66,5,0.723231151,4,0
30,182,340,52,9,0.50614325,1,0
32,59,779,22,12,0.128216488,1,1
65,179,717,61,29,0.213220349,3,1
18,125,789,14,3,0.382947409,4,1
70,74,628,95,17,0.20839748,1,1
35,116,667,23,17,0.278800263,0,0
41,23,628,69,6,0.709800209,3,0
55,45,647,48,26,0.413528499,3,0
20,198,707,24,26,0.973579358,2,0
20,108,336,39,3,0.353414565,2,0
58,125,682,7,25,0.886755406,1,0
47,123,405,41,31,0.762120975,2,0
37,85,312,41,33,0.425781876,2,0
68,129,443,7,17,0.261241331,0,0
32,64,394,8,18,0.452507336,5,0
35,126,723,67,7,0.100531551,4,1
34,33,681,15,29,0.043937407,0,0
21,175,487,11,21,0.297130813,5,0
21,92,520,12,34,0.57009357,4,0
31,167,307,83,5,0.433094505,2,0
55,67,837,38,16,0.401996137,0,1
18,26,691,31,39,0.171843364,0,0
44,113,452,35,34,0.486164466,1,0
50,112,384,96,6,0.822769102,1,0
66,71,845,21,24,9.30E-06,0,1
30,23,617,51,37,0.878511972,0,0
43,146,446,89,14,0.634286915,5,0
68,149,695,35,32,0.621839586,4,0
27,31,320,32,16,0.475552842,2,0
42,40,388,90,4,0.803774051,0,0
37,58,807,80,2,0.407526423,0,1
62,41,723,85,1,0.121445267,4,0
29,163,659,40,34,0.708388968,1,0
58,104,786,81,12,0.519173147,4,0
48,107,429,81,19,0.981488664,4,0
52,112,407,73,7,0.276124078,4,0
54,82,684,9,11,0.485898232,0,1
62,81,727,11,21,0.525271971,5,0
51,24,782,39,26,0.090138985,0,0
50,60,462,16,22,0.051159514,2,0
22,178,310,22,23,0.163551711,4,0
61,155,569,93,39,0.651549783,5,0
56,198,652,9,28,0.515316336,4,0
21,65,813,28,19,0.304634689,4,1
54,177,346,32,7,0.424713677,4,0
32,61,366,92,8,0.246495587,2,0
38,192,532,74,19,0.627488877,2,0
66,183,674,80,40,0.318256778,2,1
47,79,632,75,6,0.621430959,4,1
23,39,623,37,1,0.767357661,1,0
40,91,815,62,5,0.259002072,5,0
43,37,458,96,25,0.69848081,0,0
20,52,577,47,36,0.912074761,4,0
52,98,832,17,4,0.208033597,0,1
48,163,589,36,6,0.8838463,3,0
45,144,743,45,22,0.688726949,5,0
19,89,824,53,4,0.528147881,4,0
25,33,746,35,21,0.093919857,0,0
36,179,372,71,24,0.685733102,2,0
36,95,315,52,9,0.339317025,1,0
69,172,431,50,2,0.904280837,3,0
63,128,725,49,32,0.20995672,2,1
64,21,791,52,4,0.357035343,0,0
47,61,359,12,4,0.100915984,5,0
46,57,746,91,21,0.134859905,3,1
65,73,439,64,23,0.111753004,0,0
46,152,734,10,18,0.628288995,0,0
58,28,693,61,11,0.131640616,2,0
49,131,711,99,32,0.897133299,3,0
62,103,560,56,39,0.372985388,3,0
38,187,311,92,2,0.712035139,2,0
53,163,490,70,24,0.557247612,4,0
37,113,608,50,19,0.205019225,0,1
30,172,773,38,11,0.889609027,1,1
21,133,314,84,10,0.916314874,1,0
43,67,720,44,31,0.855914475,5,0
28,141,548,72,22,0.934194442,3,0
31,140,525,66,0,0.639644944,5,0
55,138,564,75,28,0.930443742,4,0
19,32,309,46,15,0.565889756,1,0
49,147,692,51,22,0.56990908,4,0
54,66,647,31,12,0.794973635,1,0
22,39,596,40,13,0.135401268,3,0
66,89,626,42,26,0.593829874,1,1
57,151,376,69,9,0.220832412,5,0
23,134,712,85,29,0.511530944,3,0
50,111,513,69,29,0.417058881,4,0
25,71,744,83,37,0.093515682,1,1
26,92,588,52,8,0.80267122,4,0
44,155,720,65,35,0.004119817,5,1
52,165,483,24,15,0.532296817,4,0
45,165,565,65,25,0.159159032,3,0
22,150,630,50,15,0.90363106,2,0
26,140,560,92,4,0.162181682,0,0
19,136,735,36,22,0.224694492,3,1
63,31,360,71,13,0.552195651,1,0
36,96,782,59,38,0.054576092,1,1
66,147,614,8,17,0.180899372,1,1
64,136,362,67,29,0.83853719,2,0
51,97,848,88,11,0.824480266,0,0
55,88,721,33,11,0.621662701,2,0
30,141,716,24,1,0.439002217,4,1
20,147,607,24,20,0.24806027,4,1
68,139,647,23,32,0.426085264,3,1
65,164,510,26,20,0.925840108,3,0
54,95,371,66,35,0.266147804,0,0
65,93,464,43,29,0.260085136,2,0
42,193,650,88,27,0.116988236,3,1
28,84,412,77,5,0.750105497,0,0
34,21,417,94,37,0.109611808,2,0
57,47,376,19,9,0.456310134,2,0
27,22,468,21,32,0.191124975,5,0
35,162,319,94,2,0.191325503,3,0
58,84,419,88,36,0.23771282,1,0
33,56,802,18,4,0.268331065,5,1
27,96,849,12,3,0.88541195,0,0
31,47,325,70,15,0.62743415,3,0
44,149,443,77,9,0.074298538,1,0
32,25,300,21,7,0.349600504,5,0
54,74,812,5,6,0.128208952,0,1
54,58,661,78,7,0.440467931,0,1
42,51,808,32,29,0.369747873,3,1
22,146,700,18,39,0.574122094,2,0
24,50,398,14,10,0.858116383,1,0
20,141,404,69,27,0.028770817,4,0
29,45,364,82,17,0.93344183,0,0
67,67,475,6,23,0.435828234,3,0
38,153,801,42,40,0.565027342,0,0
46,77,769,13,5,0.499632008,4,1
46,186,763,80,23,0.949963913,1,0
64,142,663,16,0,0.522544831,5,0
25,24,613,69,40,0.540931581,5,0
35,38,410,8,37,0.180236608,5,0
27,78,641,41,15,0.481251282,0,1
37,123,472,52,18,0.331746492,1,0
68,110,513,91,16,0.28964601,3,0
38,137,534,73,18,0.250134104,5,0
55,188,535,5,19,0.456606775,5,0
27,96,843,98,8,0.796213769,4,0
23,130,441,65,15,0.653084222,0,0
50,64,813,39,37,0.044456614,0,1
46,92,349,72,5,0.657757465,4,0
51,155,590,37,23,0.788446261,4,0
18,82,793,95,15,0.441026624,1,1
33,49,732,66,23,0.508308867,2,0
47,41,385,90,6,0.169942491,4,0
50,77,570,9,22,0.100644394,2,0
28,63,632,13,17,0.433018118,4,1
66,30,741,22,5,0.718448326,1,0
48,59,512,70,36,0.217504067,1,0
23,51,611,94,3,0.407839307,4,1
48,125,717,98,18,0.125129216,0,1
47,178,841,100,39,0.305229045,2,1
19,34,825,21,24,0.237788421,2,0
26,147,372,85,1,0.854816565,5,0
49,59,719,13,23,0.951042972,0,0
42,74,700,7,5,0.238185706,2,1
29,170,322,36,13,0.994129381,2,0
28,64,721,25,27,0.424261864,1,1
23,190,737,34,40,0.312558703,3,1
62,136,777,68,3,0.254027693,0,1
50,177,782,8,27,0.572654105,0,0
55,161,375,47,33,0.288953566,1,0
63,170,406,14,15,0.186880712,4,0
44,100,488,23,36,0.254490908,5,0
30,135,802,56,36,0.361677885,3,1
51,124,728,29,2,0.349976031,3,1
25,143,780,18,32,0.003961834,1,1
31,74,819,62,24,0.615836106,1,0
50,107,490,26,39,0.842917583,5,0
69,24,429,91,20,0.337086841,0,0
23,49,505,98,39,0.170484864,4,0
48,150,359,56,14,0.291509749,3,0
28,25,441,37,4,0.4787199,4,0
67,149,354,9,9,0.84779309,2,0
31,168,617,22,11,0.282764435,5,1
25,190,504,14,23,0.192262656,0,0
26,120,363,87,13,0.267874316,1,0
55,153,403,71,17,0.373329192,3,0
52,32,738,96,36,0.54291401,4,0
41,189,318,7,7,0.661475611,5,0
70,78,405,24,11,0.742593185,3,0
69,37,629,75,13,0.754968355,0,0
47,75,480,40,20,0.366673971,1,0
46,185,665,83,5,0.225196528,2,1
56,97,722,89,14,0.132111401,2,1
62,154,506,89,28,0.578988916,0,0
33,117,346,10,1,0.829867722,2,0
34,47,612,11,15,0.705742746,0,0
39,168,497,53,26,0.109443327,4,0
40,189,692,31,34,0.253358782,4,1
38,120,382,18,14,0.708447846,5,0
60,118,341,83,3,0.194927331,2,0
59,49,645,87,38,0.701503458,0,0
59,193,632,44,20,0.435532442,2,1
38,104,511,56,9,0.044008515,1,0
34,76,448,7,14,0.670162578,2,0
25,196,344,69,0,0.578092121,4,0
62,131,337,55,32,0.452871585,1,0
32,43,474,18,32,0.649254725,5,0
38,101,537,70,27,0.336790116,4,0
53,34,799,38,39,0.978067309,5,0
69,103,422,75,2,0.839068575,4,1
31,25,668,39,11,0.576171787,2,0
54,99,831,7,5,0.555392179,1,0
46,116,691,18,5,0.817610531,4,0
52,33,422,83,9,0.380661101,4,0
33,87,606,92,17,0.018016648,5,1
36,45,523,79,27,0.843489756,3,0
44,83,459,55,35,0.904195636,4,0
58,196,390,12,32,0.703313081,1,0
64,43,435,57,18,0.665328053,2,0
62,73,521,43,28,0.015581796,5,0
62,57,808,77,27,0.281787776,3,1
36,32,428,21,38,0.375264876,2,0
63,21,471,57,29,0.747604668,1,0
30,177,763,85,6,0.888160832,0,0
22,100,764,26,9,0.206298237,0,1
55,76,307,41,32,0.717818412,3,0
35,57,616,76,5,0.458653616,0,1
54,174,304,37,35,0.625121484,4,0
30,117,312,25,23,0.014831842,5,0
66,68,434,82,9,0.329286974,4,0
24,127,819,7,23,0.469125908,3,1
59,114,413,81,14,0.642692578,0,0
32,90,507,67,30,0.299165083,5,0
54,145,378,91,16,0.92450243,2,1
32,150,495,59,21,0.702763261,5,0
56,132,471,99,15,0.006825011,1,0
43,144,605,85,13,0.831332984,1,0
30,147,557,71,13,0.896760048,2,0
62,182,826,50,29,0.501738221,0,0
68,97,630,45,32,0.133420553,4,1
57,93,546,60,37,0.290734228,5,0
27,148,494,41,24,0.501724647,1,0
70,27,849,61,26,0.941982886,5,0
45,99,516,25,39,0.972954733,3,0
45,95,660,47,14,0.689912973,3,0
54,80,634,78,8,0.94826865,2,0
49,132,681,89,38,0.454266998,2,1
70,122,572,92,40,0.987197048,2,0
25,90,650,92,34,0.315020753,0,1
46,82,647,87,26,0.466638364,5,1
46,198,602,17,26,0.306954502,5,1
56,197,339,72,16,0.480802508,4,0
63,104,661,48,15,0.551691046,2,0
23,68,827,81,38,0.669429664,0,0
50,111,847,74,16,0.279042387,5,1
59,31,443,50,36,0.492082574,3,0
26,85,508,60,11,0.766483089,5,0
42,196,375,28,17,0.177700815,1,0
21,95,368,74,36,0.278234623,1,0
43,158,616,64,20,0.505210619,2,0
65,130,370,87,6,0.943188291,1,0
64,186,757,90,16,0.654234997,4,0
70,159,849,24,27,0.532384713,4,0
64,47,810,34,21,0.024225862,4,0
52,35,692,62,29,0.00900335,1,0
60,131,529,72,3,0.410335066,4,1
49,72,381,69,14,0.571019751,4,0
57,92,483,70,11,0.188025238,1,0
55,81,458,30,6,0.91473706,4,0
66,131,739,69,37,0.445961116,1,1
23,75,390,53,33,0.73462086,2,0
55,96,356,61,18,0.725731089,3,0
47,79,526,54,7,0.781610049,3,0
31,115,793,69,7,0.387121339,5,1
53,77,845,98,9,0.638807868,2,0
28,187,711,53,2,0.799238757,4,0
44,132,478,25,0,0.061784344,4,0
67,57,434,48,37,0.721050252,5,0
31,105,599,8,8,0.068909696,4,0
46,50,430,31,5,0.360139866,5,0
56,136,638,59,38,0.333116558,3,1
42,129,301,67,31,0.384583793,3,0
37,59,760,69,25,0.975101735,0,0
32,82,451,89,37,0.240744547,2,0
51,126,659,69,1,0.335966644,3,1
55,158,682,11,11,0.032954175,3,1
52,85,527,41,25,0.551788781,1,0
18,200,471,5,39,0.448693137,4,0
58,111,776,18,35,0.884569746,3,0
45,39,501,26,15,0.967662276,3,0
49,94,552,18,13,0.64590346,5,0
43,48,681,73,17,0.556237726,2,0
31,102,583,5,24,0.768173827,0,0
18,156,801,15,26,0.223809925,2,1
34,73,512,85,9,0.902840128,3,0
65,56,598,80,23,0.231174871,0,0
48,130,638,55,32,0.000332968,0,1
68,30,587,40,28,0.797408726,3,0
45,130,534,97,10,0.047241592,2,0
37,160,627,73,18,0.598117879,0,0
34,32,839,39,18,0.120397175,1,0
35,76,561,6,20,0.969270252,4,0
55,58,395,75,20,0.773669771,5,0
58,43,314,16,12,0.980630125,5,0
22,146,748,16,17,0.702477784,3,0
19,33,644,73,37,0.137099947,5,1
53,128,834,40,13,0.156830456,3,1
41,131,469,57,1,0.749668502,4,0
56,74,534,98,25,0.95191195,5,0
38,164,595,23,9,0.957916087,5,0
24,107,308,65,23,0.271509927,5,0
45,25,709,33,32,0.009174994,5,0
42,188,421,35,8,0.858077923,5,0
60,122,801,13,24,0.649417174,0,0
46,55,802,51,13,0.800250455,4,0
33,51,364,39,5,0.556667686,3,0
41,121,492,31,11,0.884114385,1,0
18,89,448,82,37,0.659438561,2,0
19,119,424,22,31,0.66349863,1,0
43,144,712,100,12,0.806868043,0,0
25,24,794,74,30,0.152283952,1,0
47,95,302,50,33,0.650499985,1,0
27,141,526,86,7,0.487466574,1,0
22,97,418,20,27,0.223692143,1,0
55,69,565,20,19,0.481179659,0,0
50,40,307,88,2,0.48775371,2,0
44,22,490,70,38,0.475683954,5,0
38,168,706,7,15,0.434011411,3,1
30,58,330,89,32,0.639155346,5,0
38,60,592,77,11,0.178621407,3,0
59,184,718,11,9,0.459710968,4,1
34,153,532,29,0,0.950098719,2,0
37,78,694,29,39,0.975211463,2,0
43,141,598,93,22,0.459782442,3,0
40,189,730,10,9,0.046276511,5,1
20,120,440,22,7,0.120265622,0,0
30,85,738,44,10,0.220389505,5,1
22,178,718,44,9,0.268215123,4,0
50,110,746,28,31,0.864541253,0,0
64,110,685,42,9,0.434201028,5,1
31,161,726,99,25,0.512522639,5,0
43,92,445,7,27,0.234737581,0,0
49,77,803,63,31,0.02858921,1,1
39,56,465,56,8,0.216813726,2,0
34,70,624,10,32,0.343532945,1,1
56,190,780,7,2,0.03976637,1,1
27,152,383,95,28,0.912722083,1,0
35,186,664,36,30,0.612349842,1,0
36,154,664,44,28,0.519198179,0,0
28,109,581,95,7,0.57638785,0,0
24,158,516,81,7,0.895129481,5,0
45,117,692,93,17,0.710827253,4,0
54,160,774,42,18,0.814983364,3,0
25,80,411,46,36,0.445725885,3,0
49,46,708,39,39,0.187047165,0,0
32,106,464,52,21,0.891413335,4,1
38,179,694,42,19,0.911383323,4,0
68,48,722,87,5,0.694825705,5,0
28,76,656,21,12,0.760987657,1,0
42,178,531,31,14,0.545993027,3,0
45,84,601,12,22,0.594476841,5,0
52,70,341,91,32,0.706360209,5,0
65,197,322,84,2,0.081514595,4,0
21,42,771,24,23,0.396343446,5,1
40,189,564,6,19,0.891584311,3,0
38,49,495,23,35,0.33234056,4,0
37,191,739,12,4,0.478268629,4,1
60,87,620,41,9,0.447325041,3,1
25,120,657,68,21,0.137615581,3,1
25,108,447,21,0,0.311938882,5,0
38,120,620,90,15,0.09586064,5,1
63,25,339,66,22,0.080217799,5,1
59,35,523,100,12,0.084472197,5,0
51,192,623,31,40,0.849333755,5,0
55,176,359,28,7,0.518797487,3,0
38,52,641,84,24,0.193429959,1,1
43,83,364,75,13,0.959640212,0,0
31,164,679,82,12,0.795597284,4,0
41,106,463,46,2,0.38151986,5,0
37,91,455,22,2,0.009860834,3,0
26,149,476,33,1,0.255155339,2,0
56,51,316,67,20,0.876171899,1,0
67,172,569,49,30,0.374340615,1,0
55,114,488,94,28,0.15036389,1,0
48,42,708,48,26,0.211751514,3,0
57,61,517,66,13,0.520573937,0,0
36,56,507,25,10,0.260892305,3,0
23,156,794,65,9,0.091555727,1,1
35,189,672,22,13,0.761844809,4,0
21,37,355,44,5,0.306350308,0,1
36,126,783,16,9,0.275127409,5,1
45,189,806,48,13,0.693029669,1,0
20,199,641,80,21,0.143886374,0,1
29,92,319,100,2,0.163715981,3,0
37,119,667,30,33,0.383435304,5,1
35,125,383,91,38,0.530594146,0,0
67,93,435,21,38,0.894932379,5,0
36,123,491,73,36,0.025479434,1,0
50,33,784,81,6,0.577534925,0,0
51,109,795,68,17,0.761265836,4,0
60,135,772,17,35,0.672241193,3,0
39,78,356,89,38,0.574533401,1,0
48,102,356,59,15,0.047139308,0,0
69,185,336,18,33,0.449044726,3,0
52,29,817,10,20,0.620927464,2,0
25,39,714,76,25,0.252305531,1,1
66,22,316,80,30,0.50825197,5,0
57,138,810,30,24,0.616433923,0,0
56,83,719,99,17,0.977051859,4,0
49,102,303,25,31,0.504641883,5,0
25,165,367,11,8,0.853946172,0,0
54,53,684,76,6,0.279020177,2,1
62,41,540,56,4,0.573576088,4,0
39,60,637,38,39,0.45691735,1,1
22,93,765,73,31,0.247771829,1,1
20,160,824,52,2,0.45117358,1,1
66,94,510,91,40,0.826363343,2,0
66,138,483,11,26,0.041630719,5,0
29,86,580,28,37,0.886120011,2,0
22,68,593,48,28,0.028231053,0,0
19,178,588,78,16,0.595338407,0,0
56,116,761,71,24,0.031386006,0,1
51,75,641,33,10,0.006140163,2,1
68,122,675,52,21,0.299963451,5,1
49,125,721,44,13,0.655269175,0,0
18,152,747,89,19,0.331053679,0,1
21,117,739,63,20,0.311051769,0,1
26,159,411,92,0,0.198589616,4,0
65,103,824,94,25,0.982546202,3,0
60,33,576,27,18,0.361006345,2,0
29,167,675,91,29,0.500169229,4,0
40,64,783,65,7,0.322662366,4,1
45,97,478,50,36,0.066260083,1,0
25,21,421,39,30,0.519778486,5,1
50,36,687,24,10,0.798902315,1,0
41,89,569,32,18,0.951837435,3,0
53,154,309,41,25,0.183252886,1,0
62,75,385,92,15,0.725937214,0,0
30,188,737,94,34,0.300311157,4,1
70,104,568,87,8,0.572623951,3,0
40,47,627,50,7,0.439316308,2,0
41,77,308,98,36,0.27817392,1,0
25,197,678,89,13,0.452012747,1,1
52,165,632,57,11,0.043783921,5,1
26,151,464,38,6,0.232957527,0,0
68,40,327,31,26,0.762756821,5,0
64,156,300,25,13,0.575781015,2,0
20,149,504,77,25,0.526518851,5,0
19,103,721,59,17,0.022366223,4,1
56,56,322,87,16,0.295422984,2,0
39,156,606,40,14,0.669597217,2,0
48,44,611,43,40,0.289549323,1,0
63,41,829,39,5,0.327703349,0,0
66,141,808,81,17,0.39038039,0,1
57,95,696,100,12,0.328762159,1,0
55,173,343,58,9,0.688173032,3,0
20,67,624,18,22,0.751507361,2,0
49,163,575,16,26,0.754901079,2,0
18,160,753,40,31,0.317830946,0,1
56,87,519,19,33,0.14652582,2,0
68,125,513,94,16,0.14347927,0,0
37,118,825,17,39,0.761937775,3,1
42,54,825,48,5,0.404992771,2,1
55,185,602,83,3,0.104871221,4,1
66,36,823,44,37,0.472263964,5,0
19,95,558,42,39,0.110136029,1,0
66,134,761,76,20,0.451054006,0,1
57,129,734,98,23,0.421510532,4,1
62,73,387,94,1,0.506569312,4,0
68,153,313,10,39,0.409006898,0,0
30,168,710,86,9,0.372411144,2,1
61,30,305,57,37,0.61355091,1,0
41,66,483,14,5,0.307378471,5,0
67,170,488,77,7,0.120069911,2,0
52,62,620,31,13,0.295470343,3,1
60,174,660,47,28,0.048274564,4,1
45,104,847,87,25,0.676262893,5,0
27,71,816,28,24,0.623093127,4,0
34,196,479,7,39,0.273297867,0,0
18,60,758,18,1,0.420235463,1,1
55,25,679,82,21,0.465764923,2,0
47,25,849,91,35,0.831046247,4,0
25,157,627,51,15,0.410062448,5,1
24,98,790,40,22,0.232308776,1,1
25,196,441,63,18,0.758175522,3,0
54,130,762,58,25,0.562475335,5,0
68,32,523,18,31,0.78604321,5,0
28,195,471,38,16,0.604010529,1,0
26,184,759,24,5,0.161810496,5,1
68,102,801,22,30,0.564768399,3,0
47,62,810,68,24,0.969626019,3,0
48,90,629,19,14,0.68347314,5,0
65,90,307,83,32,0.703942942,1,0
60,64,520,84,3,0.091785431,3,0
62,146,381,22,0,0.400344518,5,0
38,185,611,43,30,0.598486106,5,0
48,144,610,66,4,0.056194937,2,1
30,172,615,49,28,0.753838259,0,0
32,133,344,14,18,0.741251171,2,0
34,44,324,5,16,0.354884203,4,0
58,52,320,83,38,0.034851362,0,0
58,159,821,88,30,0.283337139,2,1
20,140,361,91,3,0.572666503,5,0
63,180,681,91,40,0.76717133,3,0
21,116,761,34,27,0.782942041,5,0
70,40,415,74,34,0.443373255,2,1
38,147,319,88,16,0.281724274,3,0
50,89,406,16,9,0.62539252,3,0
62,148,715,59,31,0.03229365,5,1
42,102,826,52,35,0.344952547,4,1
45,81,456,91,34,0.389451663,4,0
69,107,653,26,23,0.895463558,5,0
52,119,503,9,35,0.845598892,4,0
18,94,629,62,7,0.119390777,3,1
55,47,400,99,35,0.541768003,5,0
25,42,590,77,31,0.142022044,5,0
41,55,435,81,4,0.982221724,3,0
52,141,400,11,24,0.459726824,5,0
56,172,532,81,39,0.101456472,0,0
49,78,491,88,32,0.285806926,3,0
62,56,839,57,7,0.223782436,5,1
25,146,457,49,20,0.855687368,0,0
42,30,606,63,3,0.300182021,1,0
34,130,685,6,8,0.167954204,5,1
50,102,651,85,35,0.033386183,2,1
38,66,394,93,33,0.174067384,2,0
39,116,500,100,23,0.716572459,3,0
20,57,317,30,25,0.881500222,5,0
23,54,723,28,27,0.789199757,1,0
35,162,789,44,3,0.053947477,1,1
49,128,450,52,3,0.581587733,4,0
31,109,313,13,18,0.918240502,4,0
29,192,325,19,29,0.733360283,4,0
62,166,367,75,18,0.233359852,1,0
66,96,557,91,31,0.891886773,1,0
42,185,837,13,31,0.771146984,0,0
40,86,564,47,29,0.374833699,2,0
59,67,323,7,3,0.209395826,0,0
